unity_timestamp,eye_timestamp,left_validata,left_eye_openness,left_eye_pupil_diameter,left_eye_origin.x,left_eye_origin.y,left_eye_origin.z,left_eye_gaze.x,left_eye_gaze.y,left_eye_gaze.z,right_validata,right_eye_openness,right_eye_pupil_diameter,right_eye_origin.x,right_eye_origin.y,right_eye_origin.z,right_eye_gaze.x,right_eye_gaze.y,right_eye_gaze.z,combined_eye_origin.x,combined_eye_origin.y,combined_eye_origin.z,combined_eye_gaze.x,combined_eye_gaze.y,combined_eye_gaze.z,gaze_distance,messages,
7.9220660000,910434,True,1.0000000000,4.2805330000,-0.0278911300,-0.0010687870,-0.0258428500,0.0175782600,0.1824660000,0.9830551000,True,1.0000000000,4.5708470000,0.0352372500,-0.0057513130,-0.0305387000,0.0224762600,0.1584630000,0.9871091000,-0.0278911300,-0.0010687870,-0.0258428500,0.0175782600,0.1824660000,0.9830551000,0.0000000000,,
7.9330580000,910442,True,1.0000000000,4.2155910000,-0.0278948800,-0.0010902250,-0.0258420100,0.0152588200,0.1889957000,0.9818593000,True,1.0000000000,4.5132600000,0.0352547800,-0.0057747650,-0.0305459800,0.0233767100,0.1520707000,0.9880931000,-0.0278948800,-0.0010902250,-0.0258420100,0.0152588200,0.1889957000,0.9818593000,0.0000000000,,
7.9446440000,910450,True,1.0000000000,4.2613070000,-0.0278893600,-0.0010452580,-0.0259179800,0.0093537370,0.1824818000,0.9831647000,True,1.0000000000,4.4802250000,0.0352669100,-0.0057735900,-0.0305336600,0.0155183400,0.1501937000,0.9885348000,-0.0278893600,-0.0010452580,-0.0259179800,0.0093537370,0.1824818000,0.9831647000,0.0000000000,,
7.9555500000,910459,True,1.0000000000,4.2811580000,-0.0278724500,-0.0009440156,-0.0261014600,0.0010070950,0.1900968000,0.9817649000,True,1.0000000000,4.4655610000,0.0352807200,-0.0057699890,-0.0305320500,0.0231632000,0.1505761000,0.9883270000,-0.0278724500,-0.0009440156,-0.0261014600,0.0010070950,0.1900968000,0.9817649000,0.0000000000,,
7.9666910000,910467,True,1.0000000000,4.1418300000,-0.0278854200,-0.0009341431,-0.0261521800,0.0075073740,0.1854413000,0.9826267000,True,1.0000000000,4.4046940000,0.0352892600,-0.0057594000,-0.0305786600,0.0209809800,0.1541148000,0.9878302000,-0.0278851500,-0.0009341736,-0.0261521900,0.0075073740,0.1854413000,0.9826267000,0.0000000000,,
7.9666910000,910475,True,1.0000000000,4.2089230000,-0.0278741200,-0.0009593812,-0.0260025000,0.0005493202,0.1848615000,0.9827644000,True,1.0000000000,4.3610380000,0.0352949200,-0.0057806250,-0.0305483400,0.0228427000,0.1529256000,0.9879736000,0.0050304110,-0.0034707490,-0.0283704200,0.0121613900,0.1682605000,0.9856675000,0.0000000000,,
7.9778090000,910484,True,1.0000000000,4.2360230000,-0.0278792100,-0.0010059510,-0.0258819100,-0.0031433420,0.1924458000,0.9813026000,True,1.0000000000,4.3758390000,0.0352920100,-0.0057753450,-0.0306037800,0.0189821300,0.1526810000,0.9880932000,0.0141584900,-0.0041797790,-0.0290241100,0.0115815800,0.1660332000,0.9860522000,0.0000000000,,
7.9891600000,910492,True,1.0000000000,4.2149660000,-0.0278894800,-0.0010090940,-0.0258831800,-0.0113831100,0.1855782000,0.9825636000,True,1.0000000000,4.3564610000,0.0352867800,-0.0057736210,-0.0306537200,0.0194247200,0.1599296000,0.9869373000,0.0156310000,-0.0042912600,-0.0291694800,0.0098420680,0.1679408000,0.9857479000,0.0000000000,,
8.0088920000,910500,True,1.0000000000,4.2030640000,-0.0278970500,-0.0010165410,-0.0258662700,-0.0169526300,0.1861890000,0.9823677000,True,1.0000000000,4.3368230000,0.0352805000,-0.0057646180,-0.0306881000,0.0117035300,0.1566625000,0.9875828000,0.0180125900,-0.0044668580,-0.0293701800,0.0038757800,0.1647664000,0.9863250000,0.0000000000,,
8.0344730000,910509,True,1.0000000000,4.2163390000,-0.0279059900,-0.0009880372,-0.0259421600,-0.0122835100,0.1877164000,0.9821465000,True,1.0000000000,4.3593290000,0.0352762900,-0.0057765810,-0.0306482400,0.0087280550,0.1609350000,0.9869264000,0.0167814600,-0.0043748780,-0.0292706600,0.0025634940,0.1687939000,0.9856480000,0.0000000000,,
8.0344730000,910533,True,1.0000000000,4.1177520000,-0.0279283600,-0.0010399320,-0.0257173200,-0.0245059000,0.1892417000,0.9816247000,True,1.0000000000,4.2075040000,0.0352599100,-0.0056601870,-0.0307081500,0.0013885600,0.1757825000,0.9844280000,0.0182492700,-0.0044163820,-0.0293646000,-0.0055694910,0.1794291000,0.9837551000,0.0000000000,,
8.0554730000,910550,True,1.0000000000,4.2166750000,-0.0279532300,-0.0009827270,-0.0257707800,-0.0279084700,0.1904612000,0.9812979000,True,1.0000000000,4.2543490000,0.0352329100,-0.0056462860,-0.0306004000,-0.0064086970,0.1787569000,0.9838724000,0.0212455300,-0.0046139220,-0.0295312800,-0.0111694600,0.1813511000,0.9833549000,0.0000000000,,
